,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,276,Standard,28/08/2024,,LPNHE831968868,Globus,,,"Globus | Magnum XL Solenoide Flessibile, Magnetoterapia Per Trattamenti Domiciliari, Per Trattare i Disturbi Osteoarticolari, Aiuta La Rigenerazione Delle Articolazioni In caso di Artrosi e Artrite",Dispose,,DEFECTIVE,NOT_AS_DESCRIBED,Fascia magnetica per lombalgia da acquistare a parte La fascia compresa non so a cosa possa essere utile,B00BQEVM9W,amzn.gr.BA-FFYS-RQSC-dVYGPUegTUFFD9YT-LN,X001YWYU5R,
,276,Standard,28/08/2024,,N.A.,Globus,,,globus duo tens,Dispose,,-,-,-,-,-,-,
,277,Standard,28/08/2024,,LPNHE836469534,Roten,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - M,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y4WC2,ST-KKEX-F5XC,X001JOI4S9,
,277,Standard,28/08/2024,,LPNHE831568760,Roten,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - M,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non compatibile taglia,B0100Y4WC2,ST-KKEX-F5XC,X001JOI4S9,
,228,Standard,28/08/2024,,LPNHK283205964,Singer,,aperta,Singer Stitch Sew Quick,Dispose,,CUSTOMER_DAMAGED,MISSING_PARTS,,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,228,Standard,28/08/2024,,LPNHE843429342,Blaupunkt,,,"Blaupunkt Frankfurt RCM 82 DAB,1-DIN Autoradio, DAB+, Bluetooth, AUX; USB, SD-Karteneingang, Lenkradfernbedienung, Freisprecheinrichtung, Equalizer, 200 Watt",Dispose,,DEFECTIVE,DEFECTIVE,Bluetooth-Funktion ist defekt. Dies hat sich nach Rücksprache mit dem Support des Herstellers leider herausgestellt.,B09C1RMR1Y,MZ-H0WE-HY8B,X001YY40ZF,
,277,Standard,28/08/2024,,LPNHE836839197,Roten,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - M,Dispose,,DEFECTIVE,MISSING_PARTS,Mancano gli attacchi girocollo.,B0100Y4WC2,ST-KKEX-F5XC,X001JOI4S9,
,277,Standard,28/08/2024,,N.A.,Roten,,,airstrong,Dispose,,-,-,-,-,-,-,
,277,Standard,28/08/2024,,N.A.,Roten,,,airstrong,Dispose,,-,-,-,-,-,-,
,269,Standard,28/08/2024,,LPNHK110163278,,,,Dino Bikes - 12 Zoll Kinderfahrrad Peppa Wutz Pig - Mädchen Fahrrad mit abnehmbaren Stützrädern ab 2 Jahren - Kinderrad mit Frontkorb & Puppenträger - verstellbare Sattel- & Lenkerhöhe (Pink),Dispose,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B0BQYYY6B2,5I-AY4T-LUOW,X001YKD4FL,
,281,Standard,30/08/2024,,LPNHE810704130,,,,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. SMALL (36-39) - Conforme alla normativa CE,Dispose,,DEFECTIVE,NOT_COMPATIBLE,Troppo grande per il piede (mia moglie ha un 36) e quindi il piede stesso balla anche stringendolo al massimo,B07BRS76XR,V0-VKKO-4TL1,X001KEO3SN,
,282,Standard,30/08/2024,,LPNHE853853861,,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - S,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Regolazione per altezza braccio impossibile,B0100Y4U4M,4Y-3H23-S8AM,X001O4MGI3,
,281,Standard,30/08/2024,,LPNA036228333,,,,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. SMALL (36-39) - Conforme alla normativa CE,Dispose,,DEFECTIVE,NOT_COMPATIBLE,Provoca dolore nell’indossarlo.,B07BRS76XR,V0-VKKO-4TL1,X001KEO3SN,
,281,Standard,30/08/2024,,LPNHE834354944,,,,-,Dispose,,-,-,-,-,-,-,
,281,Standard,30/08/2024,,LPNHE819459701,,,,RO+Ten | Equal 450 | Attelle à bottine rigide basse | Chaussures orthopédiques pour femme et homme | Attelage de cheville | Sangle de fixation (S),Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,te groot,B0BR8681CL,QA-45A3-X3EZ,X001P1CPY5,
,8,Temporary,30/08/2024,,LPNHE829860710,Roten,,,ROTEN SAT | Busto Schiena Donna Semirigido Basso Con Tiranti Elastici | Fascia Lombare Supporto Schiena | Corsetto Ortopedico per Mal Di Schiena | L,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y3ZRK,74-C1FV-L3CF,X001A527HL,
,282,Standard,30/08/2024,,LPNA046972999,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,282,Standard,30/08/2024,,LPNHE832349101,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,7,Temporary,30/08/2024,,LPNHE864107510,Roten,,,RO+TEN - Ginocchiera corta per instabilità rotulea - Object 10 - XXL,Dispose,,DEFECTIVE,NOT_COMPATIBLE,Di poco Troppo grande,B0100YW468,QH-FM5F-IZ5J,X001O4TJTH,
,280,Standard,30/08/2024,,LPNHE863957062,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,amzn.gr.WN-Y6CO-E86B-Ei4VA6L8VMQnoPGB-LN,X0020FW1LR,
,280,Standard,30/08/2024,,LPNHE863000037,,,,RO+TEN - Object 10 - Ginocchiera per Artrosi Ortopedica Corta - Tutore Tendine Rotuleo - Fascia Elastica Ginocchio - M - Lussazione,Dispose,,DEFECTIVE,NOT_COMPATIBLE,Taglia troppo piccola,B0100YVVS0,NY-RBXF-IKC7,X001A51DK3,
,281,Standard,30/08/2024,,LPNA050617372,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,NOT_COMPATIBLE,SCOMODO DA INDOSSARE,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,280,Standard,30/08/2024,,LPNHE832585849,,,,ROTEN | Tavoletta Singola | Riabilitazione caviglia o ginocchio | Propriocettiva | tendine d'Achille e distorsioni | Semisferica | Antiscivolo,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B01ITHU7LM,KI-H25S-KTV9,X00190KOOZ,
,281,Standard,30/08/2024,,LPNHE832299405,,,,RO+TEN - Object 10 - Ginocchiera per Artrosi Ortopedica Corta - Tutore Tendine Rotuleo - Fascia Elastica Ginocchio - M - Lussazione,Dispose,,CUSTOMER_DAMAGED,SWITCHEROO,,B0100YVVS0,NY-RBXF-IKC7,X001A51DK3,
,281,Standard,30/08/2024,,LPNHE832352461,,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - S,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y2E36,AI-Z4WW-IM6Q,X001JOHX6X,
,281,Standard,30/08/2024,,LPNHE827962226,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,DEFECTIVE,La parte sx del tutore non si gonfia in quanto difettosa e provoca dolore durante l’uso.,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,280,Standard,30/08/2024,,LPNHE827783157,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Articolo non idoneo pe il mio problema,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,281,Standard,30/08/2024,,LPNHE810822468,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,La parte in plastica è rigida e dopo pochi minuti provoca dolore vicino alla caviglia che è la zona dolorante.,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,281,Standard,30/08/2024,,LPNHE827668073,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Non adatto al mio problema,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,281,Standard,30/08/2024,,LPNHE831867302,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,DAMAGED_BY_FC,"Una delle due valvole è compromessa. Il tutore non si gonfia, rendendolo inutilizzabile. Lo renderò e ne comprerò un altro perché mi serve per la riabilitazione. Espressamente consigliato daortopedico",B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,282,Standard,30/08/2024,,LPNRP002441540,,,,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (M),Dispose,,DEFECTIVE,NOT_COMPATIBLE,"È troppo largo, mi serviva per stabilizzare la caviglia ma è troppo largo",B0BR864LC1,MT-HBI2-G1QK,X001P1MB0N,
,281,Standard,30/08/2024,,LPNHE827655781,,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - S,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y2E36,AI-Z4WW-IM6Q,X001JOHX6X,
,281,Standard,30/08/2024,,LPNHE811624001,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Non è adatto alle mie esigenze,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,281,Standard,30/08/2024,,LPNHE828163282,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,MISSING_PARTS,Manca nella scatola l&#39;indispensabile pompetta per regolare la pressione delle due valve. Ho provato come suggerito a contattare il produttore che però non ritiene di dover intervenire,B00ZUEUDKI,amzn.gr.59-RPNO-KP7W-8sOo4XMnHlZ1Doro-VG,X001LBWEL3,
,281,Standard,30/08/2024,,LPNHE832736249,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,NOT_COMPATIBLE,L’articolo non va bene per la persona che deve utilizzarlo,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,281,Standard,30/08/2024,,LPNHE827662084,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Visionato dall&#39;ortopedico di fiducia, ha ritenuto il tutore di qualità non adeguata alla frattura.",B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,281,Standard,30/08/2024,,LPNHE833038026,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,DEFECTIVE,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,280,Standard,30/08/2024,,LPNHE827486726,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Non va bene per il soggetto che deve utilizzarlo,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,280,Standard,30/08/2024,,LPNHE827431658,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,E già la seconda che acquisto. Apparentemente sembra di ottima qualità ma se si usa quotidianamente il veltro della fascia dopo giorni non attacca più.,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,280,Standard,30/08/2024,,LPNHE831681696,,,,RO+TEN - Lite-cross corsetto alto in tessuto sensitive® nero - L,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Z06WG,O5-NQOI-QKUR,X001KMBB7L,
,280,Standard,30/08/2024,,LPNHE829952073,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Troppo piccolo per la persona alta.,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,281,Standard,30/08/2024,,LPNHE832266070,,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - L,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100Y2I9Q,HQ-M4ZC-Z629,X001JOHCAP,
,280,Standard,30/08/2024,,LPNHE831292071,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non si adatta alla mia conformazione,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,280,Standard,30/08/2024,,LPNHE810162271,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Mi sa fastidio,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,280,Standard,30/08/2024,,LPNHE836502620,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Non è confacente alla mia esigenza,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,280,Standard,30/08/2024,,LPNHE832691613,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,280,Standard,30/08/2024,,LPNHE809969184,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,NOT_COMPATIBLE,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,281,Standard,30/08/2024,,LPNHE827997336,,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Nn adeguato,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,280,Standard,30/08/2024,,LPNHE837005746,,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Dispose,,-,-,-,-,-,-,
,280,Standard,30/08/2024,,LPNHE835863655,,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - M,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non idoneo al tipo di operazione effettuata. Il chirurgo ha indicato un modello differente di prodotto,B0100Y2G7A,6W-DOJJ-2GST,X001JOECAN,
,9,Temporary,30/08/2024,,LPNHE847262118,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Lecteur Multimédia | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB/32GB, AV1, Wi-FI 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Le produit est instable. La lecture vidéo est saccadée,B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,9,Temporary,30/08/2024,,LPNHE830447832,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Lecteur Multimédia | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB/32GB, AV1, Wi-FI 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,"impossible de configurer l&#39;appareil, il ne fonctionne pas comme attendu",B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,9,Temporary,30/08/2024,,LPNHE840747255,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Media Player | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB / 32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Kein Bild,B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,9,Temporary,30/08/2024,,LPNHE816304977,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Lecteur Multimédia | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",Dispose,,DEFECTIVE,NOT_COMPATIBLE,"Niet volledig compatibel met mijn beamer ten koste van de beeldkwaliteit, daarom ga ik een nvidia shield pro bestellen",B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,9,Temporary,30/08/2024,,LPNIC115247563,Arizer,,,Arizer Solo 2,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,9,Temporary,30/08/2024,,LPNIC114612842,Arizer,,,Arizer Solo 2,Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,9,Temporary,30/08/2024,,LPNHE837576092,Arizer,,,Arizer Solo 2 Carbon Schwarz Vaporizer,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,9,Temporary,30/08/2024,,LPNHE837497335,Arizer,,,Arizer Solo 2 (nero),Dispose,,DEFECTIVE,MISSING_PARTS,"Confezione interna aperta, mancano tappi in silicone, retine in acciaio, tubi in vetro sporchi già usati. Prodotto già usato",B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,9,Temporary,30/08/2024,,LPNHK274409445,Arizer,,,Arizer Air Max Vaporizer Trockene Kräuter Black Stainless Schwarz,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,"funktioniert nur per mitgeliefertem usb c kabel. andere gehen nicht, leider ein no go.",B0B1YS3YPF,PM-HI3T-BMU8,X002031KF7,
,9,Temporary,30/08/2024,,LPNHE864180602,Hertz,,,Hertz DSK 165 - Sistema audio per auto a due vie da 165mm 160W Peak Power (2 Woofer + 2 Tweeter + 2 xover),Dispose,,DEFECTIVE,DEFECTIVE,,B00ERU3NGM,amzn.gr.SH-6ZTJ-KTRZ-ieB9JPPR7Fstzw-e-VG,X000RKWN6P,
,9,Temporary,30/08/2024,,LPNHK247759758,Orno,,,"ORNO ZS-816 Wasserdichtes Zahlenschloss, kompatibel mit Kartenleser und berührungslosem Schlüsselleser, wasserdichtes IP68, EPROM-Speicher",Dispose,,DEFECTIVE,DEFECTIVE,,B084RLJ8D1,FR-FB8S-UTPW,B084RLJ8D1,
,9,Temporary,30/08/2024,,LPNHE853564924,Reflecta,,,"Reflecta x66-Scan - Scanner de diapositives et négatifs photo, Capteur CMOS de 14 MP, Résolution normale de 14MP et résolution interpolée de 22MP, écran LCD IPS de 4,3'', USB 2.0",Dispose,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B096N1YH89,G0-PDD6-3O5D,X001Y7BFEB,
,9,Temporary,30/08/2024,,LPNHE833543374,Blaupunkt,,,"Blaupunkt Essen 200 Dab BT Autoradio Bluetooth®-kit Mains Libres, Dab+ Tuner",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Bonjour l&#39;autoradio est pas du tout intuitife et la réception FM et Dab est très médiocre.,B08S449JSH,SL-OMM4-MP1U,X001YY5B7B,
,9,Temporary,30/08/2024,,LPNHE826144918,Ultimate Ears,,,"Ultimate Ears Megablast Enceinte sans Fil Portable Connectée, Wifi et Bluetooth, Basses Puissantes, Amazon Alexa Intégrée, Etanche, Batterie 16h, Connection Multiple, Fonction Mains-Libres - Noire",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Alexa n’est plus reconnue après chaque arrêt de la megablast.,B075XV74YT,amzn.gr.QJ-A1O3-P4IW-mLIGzAxT_lW4UwKu-LN,X001YX6GT9,
,9,Temporary,30/08/2024,,LPNHE832384074,Hertz,,,"Hertz DCX130.3 - Altoparlanti coassiali per Auto, Colore Nero",Dispose,,DEFECTIVE,DEFECTIVE,,B008B5C1C6,EN-E7BJ-A8UZ,B008B5C1C6,
,9,Temporary,30/08/2024,,LPNHK257026435,Lowrance,,,Lowrance Hook2-4X Gps Bullet Geber Echolot Fischfinder,Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,Zu ungenau,B0773LN6BW,5K-SSBW-N7DW,X0020U2RBL,
,9,Temporary,30/08/2024,,LPNRP024414975,,,,-,Dispose,,-,-,-,-,-,-,
,9,Temporary,30/08/2024,,LPNHE843284154,Focal,,,"Focal 1 kit 2 Wege Auditor ASE-165 ASE165 6,5"" 165 mm 16,5 cm 60 watt rms 120 watt max mit 2 tieftönern 2 hochtönern 2 Crossover 4 ohm spl, EIN Paar",Dispose,,DEFECTIVE,MISSING_PARTS,Missing one crossover box,B09SBPXVBQ,amzn.gr.IC-ZFNM-1MHO-49OSm6k8c5CIVqQB-VG,X0020IPF99,
,9,Temporary,30/08/2024,,LPNHE864155290,Crafty,,,CRAFTY+ Vaprizzatore (2021),Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B09M8XNPT2,ZU-N8CZ-8BYL,X001Z6J5CZ,
,9,Temporary,30/08/2024,,LPNHE410146218,,,,-,Dispose,,-,,,-,-,-,
,9,Temporary,30/08/2024,,LPNHE832988152,Western Digital,,,"Western Digital WD Red 3 TB NAS hard disk interno 3.5"", 5400 RPM Class, SATA 6 Gb/s, CMR, 64 MB Cache, WD30EFAX",Dispose,,DEFECTIVE,DEFECTIVE,Il disco emette dei click (segno che è danneggiato/difettoso a livello meccanico) e non viene visto da nessuno dei due sistemi testati. Difettoso,B008JJLW4M,7H-9MRT-VCIQ,X001VRXG7N,
,9,Temporary,30/08/2024,,LPNHE837139708,Smono,,,Smono 3.3 Vaporizzatore - Nuovissima versione - senza nicotina,Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B07YBD3QB8,KQ-BITS-E6NQ,X001WBB4F9,
,9,Temporary,30/08/2024,,LPNHE836467645,Storz & Bickel,,,"Storz & Bickel Mighty +, Mighty Plus, ultima edizione 2021/2022 con Supercharge, USB C, più potente che mai!",Dispose,,DEFECTIVE,NOT_AS_DESCRIBED,,B09L9VYZHC,amzn.gr.SG-M52D-69L1-EXYPQ5uiYoITOY5S-AC,X0021VR9IZ,
,9,Temporary,30/08/2024,,LPNIC115266682,Soundmaster,,,Soundmaster IR6500SW Radio Internet Dab+ y FM Bluetooth,Dispose,,DEFECTIVE,DEFECTIVE,,B09NK96MRY,CI-Y7AH-8EWR,X001VFHAV3,
,9,Temporary,30/08/2024,,LPNHE853765257,Tellur,,,"TELLUR VOX 155 Headset Bluetooth Handy, Headset für Handys USB-C, Multipoint-Zwei verbundene Geräte gleichzeitig, 360° Drehung des rechten oder linken Ohrs, IOS, Android und Computer",Dispose,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0CBCF3MKM,amzn.gr.DK-NF8Y-H701-Dy1hmcl93wApnTO6-VG,X001ZZR0MD,
,9,Temporary,30/08/2024,,LPNA040106498,Globus,,,Globus Magnum L,Dispose,,DEFECTIVE,DEFECTIVE,,B00MGLW0TA,5J-Z39V-ISGI,X001J52OE3,
,9,Temporary,30/08/2024,,LPNHK257257559,Blaupunkt,,,"Blaupunkt Barcelona 200 DAB BT Autoradio Bluetooth-Freisprecheinrichtung, DAB+ Tuner",Dispose,,DEFECTIVE,DEFECTIVE,"Zündplus reagiert nicht/Ton fällt aus/ Displayhelligkeit schwankt, bis komplett aus",B08S4596LQ,LJ-ED7P-XGZJ,X001YY5AMR,
,9,Temporary,30/08/2024,,LPNHE844090930,Focal,,,"Focal 1 kit 2 Voies Auditor ASE-130 ASE130 5"" 130 mm 13 cm 50 Watts rms 100 Watts Max avec 2 woofers 2 tweeters 2 Crossover 4 ohm spl Voiture, la Paire",Dispose,,DEFECTIVE,QUALITY_UNACCEPTABLE,ABSOLUMENT NUL,B09SBPLGRQ,UF-I3AF-V7PO,X001ZQJ0JN,
,9,Temporary,30/08/2024,,LPNHE837834611,Pentair,,,"Jung Pumpen | Pompa Sommersa Acque Sporche, Cavo 10 metri, U3K",Dispose,,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,,B003Z7N5WK,PV-NZAG-9HXV,X001YJB6WF,
,9,Temporary,30/08/2024,,LPNA051278365,Xiaomi,,,"Xiaomi Mi True Wireless Earphones 2 Basic, Cuffie Senza Cavi, Cancellazione Rumore Con Dual Mic, Compatibile Con iOS E Android, Bianco",Dispose,,DEFECTIVE,DEFECTIVE,,B08BRGH7S3,0O-VW65-KWNL,X001U85MBL,
,9,Temporary,30/08/2024,,LPNHE832945926,Arizer,,,Arizer Air SE (Blue Haze) (Senza nicotina),Dispose,,DEFECTIVE,DEFECTIVE,non funzionante,B0CBBWF85R,T5-YZ31-OGEO,X00203FE5T,
,9,Temporary,30/08/2024,,LPNHK302696193,Arizer,,,Arizer Solo 2 Carbon Schwarz Vaporizer,Dispose,,DEFECTIVE,DAMAGED_BY_FC,Der Einschaltknopf und die Pfeiltaste nach oben sind defekt.,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,9,Temporary,30/08/2024,,LPNIC115273721,Smono,,,Vaporizador Smono 3.4 Vaporizer - Nueva versión con boquilla de cristal - Sin nicotina,Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B07YBD3QB8,KQ-BITS-E6NQ,X001WBB4F9,
,9,Temporary,30/08/2024,,LPNIC115706002,Orno,,,Orno ZS-853 Cerradura Inteligente con Teclado Táctil y Función Inteligente - Lector de Huellas Dactilares Bleutooth 4.0 (Negro),Dispose,,DEFECTIVE,DEFECTIVE,,B09J596FCV,5908254819001,B09J596FCV,
